Gene	Cell_Type	Cell_Type2	Source
HLA-E	Mesangial Cells	Endothelial	Lake2019
LMO7	Mesangial Cells	Endothelial	Lake2019
NEAT1	Mesangial Cells	Endothelial	Lake2019
EPS8	Mesangial Cells	Endothelial	Lake2019
ACTN4	Mesangial Cells	Endothelial	Lake2019
SAMD12	Mesangial Cells	Endothelial	Lake2019
COL4A2	Mesangial Cells	Endothelial	Lake2019
PTEN	Mesangial Cells	Endothelial	Lake2019
B2M	Mesangial Cells	Endothelial	Lake2019
DUSP1	Mesangial Cells	Endothelial	Lake2019
RAPGEF2	Mesangial Cells	Endothelial	Lake2019
ITPR1	Mesangial Cells	Endothelial	Lake2019
TBL1X	Mesangial Cells	Endothelial	Lake2019
ADGRL2	Mesangial Cells	Endothelial	Lake2019
UBC	Mesangial Cells	Endothelial	Lake2019
TMSB4X	Mesangial Cells	Endothelial	Lake2019
DST	Mesangial Cells	Endothelial	Lake2019
UTRN	Mesangial Cells	Endothelial	Lake2019
ROCK1	Mesangial Cells	Endothelial	Lake2019
HERC1	Mesangial Cells	Endothelial	Lake2019
UACA	Mesangial Cells	Endothelial	Lake2019
TNS3	Mesangial Cells	Endothelial	Lake2019
PPP1R12A	Mesangial Cells	Endothelial	Lake2019
TTC28	Mesangial Cells	Endothelial	Lake2019
TJP1	Mesangial Cells	Endothelial	Lake2019
COL4A1	Mesangial Cells	Endothelial	Lake2019
FTX	Mesangial Cells	Endothelial	Lake2019
HSP90AA1	Mesangial Cells	Endothelial	Lake2019
EXT1	Mesangial Cells	Endothelial	Lake2019
CRIM1	Mesangial Cells	Endothelial	Lake2019
CACNA2D1	Mesangial Cells	Endothelial	Lake2019
ASCC3	Mesangial Cells	Endothelial	Lake2019
DGKH	Mesangial Cells	Endothelial	Lake2019
LPP	Mesangial Cells	Endothelial	Lake2019
USP53	Mesangial Cells	Endothelial	Lake2019
ALDOB	Mesangial Cells	Endothelial	Lake2019
LINC-PINT	Mesangial Cells	Endothelial	Lake2019
SEPT7	Mesangial Cells	Endothelial	Lake2019
NBEAL1	Mesangial Cells	Endothelial	Lake2019
TOP1	Mesangial Cells	Endothelial	Lake2019
AKT3	Mesangial Cells	Endothelial	Lake2019
PTPRM	Mesangial Cells	Endothelial	Lake2019
STARD13	Mesangial Cells	Endothelial	Lake2019
SPAG9	Mesangial Cells	Endothelial	Lake2019
ANKRD12	Mesangial Cells	Endothelial	Lake2019
DPYD	Mesangial Cells	Endothelial	Lake2019
PTPRD	Mesangial Cells	Endothelial	Lake2019
ZBTB16	Mesangial Cells	Endothelial	Lake2019
BMPR2	Mesangial Cells	Endothelial	Lake2019
UBR3	Mesangial Cells	Endothelial	Lake2019
WNK1	Mesangial Cells	Endothelial	Lake2019
AKAP9	Mesangial Cells	Endothelial	Lake2019
HIPK2	Mesangial Cells	Endothelial	Lake2019
ARGLU1	Mesangial Cells	Endothelial	Lake2019
NCOA1	Mesangial Cells	Endothelial	Lake2019
ZFP36L1	Mesangial Cells	Endothelial	Lake2019
RASAL2	Mesangial Cells	Endothelial	Lake2019
NKTR	Mesangial Cells	Endothelial	Lake2019
PLXDC2	Mesangial Cells	Endothelial	Lake2019
ANKRD11	Mesangial Cells	Endothelial	Lake2019
MYH11	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NTRK3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PDZRN4	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MCAM	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TAGLN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
KCNAB1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CACNA1C	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ACTA2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
HPSE2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SPARCL1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DGKG	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SLIT3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PDE3A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
GRID2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SYNPO2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
EBF1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FLNA	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ADGRL3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PIP5K1B	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FOSB	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PRKG1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CALD1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RCAN2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NR4A1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MEIS2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
LHFP	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DMD	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MSRB3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MEF2C	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CDH13	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DLC1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DGKB	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ADIRF	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CTNNA3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RBMS3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
A2M	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FOS	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RGS6	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ATF3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ATP10A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
AFF3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
GPC6	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TMTC1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
JUNB	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
HSPA1A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
UTRN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
INPP4B	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CACNB2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MYLK	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NR2F2-AS1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
HSPA1B	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TBX2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
AKAP6	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
EGR1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FBXL7	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TIMP3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SLC8A1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SOX5	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FRY	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PPP1R12B	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PLCL1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ZFP36	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PPP1R12A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
EPS8	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SDK1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
LPP	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ZFHX3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
EPAS1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MYO1D	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DNAJB1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
KALRN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NRXN3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TBC1D1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ITGA1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SLCO3A1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ZEB1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
IGFBP5	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TPM1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NEAT1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ARHGEF7	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
JUN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DSTN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FCHSD2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
GPX3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ROCK1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MAML3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DUSP1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
KIF13A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
COL18A1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NBEAL1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SSBP2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MBNL1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PALLD	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PLPP1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ROCK2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ESYT2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ACTN4	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PTPRG	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CBLB	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
VCL	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
UBC	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RASAL2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PDLIM5	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RERG	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MAP3K5	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CLMN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TTC28	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
APBB2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TNS1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
NHS	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
THSD4	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ARID5B	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
LRCH1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DST	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
UBR3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ARHGAP6	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
HIP1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ANKRD36	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PBX1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PDE1A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FTX	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CAMK2D	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PTEN	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
COL4A2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
FER	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
AKT3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SIK3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RAPGEF2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MYH9	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ALDOB	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
COL4A1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DGKH	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
AUTS2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
AKAP12	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PAN3	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DYRK1A	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TACC1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
RBPMS	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
AKAP13	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CRIM1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
HSPH1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ARID1B	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
WSB1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CDC42BPA	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DLG2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
DOCK4	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
CACNA2D1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ZNF704	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
TJP1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
BMPR2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ZFP36L1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
ARIH1	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
SORBS2	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
PAWR	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
MED13L	Vascular Smooth Muscle Cells and pericytes	SMC	Lake2019
C7	Interstitium	SMC	Lake2019
MGP	Interstitium	SMC	Lake2019
TSHZ2	Interstitium	SMC	Lake2019
A2M	Interstitium	SMC	Lake2019
LAMA2	Interstitium	SMC	Lake2019
TNC	Interstitium	SMC	Lake2019
DCN	Interstitium	SMC	Lake2019
RBMS3	Interstitium	SMC	Lake2019
CALD1	Interstitium	SMC	Lake2019
NEGR1	Interstitium	SMC	Lake2019
CYR61	Interstitium	SMC	Lake2019
THBS1	Interstitium	SMC	Lake2019
MEIS1	Interstitium	SMC	Lake2019
MEIS2	Interstitium	SMC	Lake2019
SLIT3	Interstitium	SMC	Lake2019
EBF1	Interstitium	SMC	Lake2019
ITGA1	Interstitium	SMC	Lake2019
ZEB2	Interstitium	SMC	Lake2019
LHFP	Interstitium	SMC	Lake2019
PALLD	Interstitium	SMC	Lake2019
AKAP12	Interstitium	SMC	Lake2019
CACNA1C	Interstitium	SMC	Lake2019
TIMP3	Interstitium	SMC	Lake2019
COL4A1	Interstitium	SMC	Lake2019
PRKG1	Interstitium	SMC	Lake2019
PTEN	Interstitium	SMC	Lake2019
SORBS1	Interstitium	SMC	Lake2019
LDB2	Interstitium	SMC	Lake2019
IGFBP7	Interstitium	SMC	Lake2019
ARHGAP10	Interstitium	SMC	Lake2019
NFIA	Interstitium	SMC	Lake2019
NAV2	Interstitium	SMC	Lake2019
TPM1	Interstitium	SMC	Lake2019
INPP4B	Interstitium	SMC	Lake2019
RERG	Interstitium	SMC	Lake2019
COL4A2	Interstitium	SMC	Lake2019
THSD4	Interstitium	SMC	Lake2019
KALRN	Interstitium	SMC	Lake2019
NR2F2-AS1	Interstitium	SMC	Lake2019
UTRN	Interstitium	SMC	Lake2019
MAP3K5	Interstitium	SMC	Lake2019
CBLB	Interstitium	SMC	Lake2019
COL4A4	Interstitium	SMC	Lake2019
ZBTB16	Interstitium	SMC	Lake2019
PDLIM5	Interstitium	SMC	Lake2019
EXT1	Interstitium	SMC	Lake2019
USP53	Interstitium	SMC	Lake2019
ROCK2	Interstitium	SMC	Lake2019
DST	Interstitium	SMC	Lake2019
FNDC3B	Interstitium	SMC	Lake2019
ITSN1	Interstitium	SMC	Lake2019
TMSB4X	Interstitium	SMC	Lake2019
PLXDC2	Interstitium	SMC	Lake2019
RBMS1	Interstitium	SMC	Lake2019
FOXO3	Interstitium	SMC	Lake2019
LPP	Interstitium	SMC	Lake2019
DACH1	Interstitium	SMC	Lake2019
TTC28	Interstitium	SMC	Lake2019
IL6ST	Interstitium	SMC	Lake2019
MED13L	Interstitium	SMC	Lake2019
REV3L	Interstitium	SMC	Lake2019
UACA	Interstitium	SMC	Lake2019
AUTS2	Interstitium	SMC	Lake2019
SYNE1	Interstitium	SMC	Lake2019
SSBP2	Interstitium	SMC	Lake2019
SETBP1	Interstitium	SMC	Lake2019
DGKH	Interstitium	SMC	Lake2019
EPS8	Interstitium	SMC	Lake2019
TACC1	Interstitium	SMC	Lake2019
APBB2	Interstitium	SMC	Lake2019
UGGT2	Interstitium	SMC	Lake2019
PRKCA	Interstitium	SMC	Lake2019
VMP1	Interstitium	SMC	Lake2019
LINC-PINT	Interstitium	SMC	Lake2019
SCMH1	Interstitium	SMC	Lake2019
RPLP1	Interstitium	SMC	Lake2019
TCF12	Interstitium	SMC	Lake2019
KIAA1217	Interstitium	SMC	Lake2019
AKT3	Interstitium	SMC	Lake2019
STK3	Interstitium	SMC	Lake2019
RASAL2	Interstitium	SMC	Lake2019
SBF2	Interstitium	SMC	Lake2019
DPYD	Interstitium	SMC	Lake2019
UBE2E2	Interstitium	SMC	Lake2019
MIR99AHG	Interstitium	SMC	Lake2019
ROCK1	Interstitium	SMC	Lake2019
CFH	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
LINC01435	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MGAT4C	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ALDH1A2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ZFPM2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
KCNT2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
RBFOX1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
NRG3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
FAM189A1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
RP11-290H9.2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CTTNBP2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
FRMD4A	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
FBXL7	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
TSHZ2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
EDIL3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
TENM3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CTGF	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
SYNE1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PDE1A	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PLCB4	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
SLIT3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
RERG	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CASC15	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ITGB8	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ACSM3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
FAM155A	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MAGI2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
BNC2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
BICD1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
C1orf186	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MAML3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
BCL2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ZBTB20	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
BICC1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
OSBPL10	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
NEDD9	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CRIM1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CNTN4	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
TMEM178B	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PRUNE2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
TPM1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PARD3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PALLD	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
UTRN	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
L3MBTL4	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ZBTB16	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
DCDC2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ZDHHC14	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
THRB	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
WWOX	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
C14orf105	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CEP112	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
AUTS2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
EXT1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PAWR	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
DST	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
RBMS3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
GALNT14	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
EHBP1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
KANK1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ZEB1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
GPHN	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MACROD2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
SHROOM3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ARHGAP29	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PDE7B	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
SPIDR	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
NR2F2-AS1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
DANT2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
AKT3	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MBD5	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PARD3B	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
KLF6	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
PLEKHA7	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
AGBL4	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
FER	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
ARGLU1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
DLG2	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
TRAPPC9	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
TTC28	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
RORA	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MYO9A	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
MACF1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
SVIL	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
GULP1	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
DPYD	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
NOX4	Unknown - Novel PT CFH+ Subpopulation (S2)	Epithelial	Lake2019
CD163	Immune Cells - Macrophages	Hematopoietic	Lake2019
IL7R	Immune Cells - Macrophages	Hematopoietic	Lake2019
PTPRC	Immune Cells - Macrophages	Hematopoietic	Lake2019
ARHGAP15	Immune Cells - Macrophages	Hematopoietic	Lake2019
SP100	Immune Cells - Macrophages	Hematopoietic	Lake2019
MED13L	Immune Cells - Macrophages	Hematopoietic	Lake2019
TCF12	Immune Cells - Macrophages	Hematopoietic	Lake2019
DPYD	Immune Cells - Macrophages	Hematopoietic	Lake2019
AKAP12	Immune Cells - Macrophages	Hematopoietic	Lake2019
FKBP5	Immune Cells - Macrophages	Hematopoietic	Lake2019
NAV2	Neuronal	Neuronal	BioGPS (not kidney specific)
NAV1	Neuronal	Neuronal	BioGPS (not kidney specific)
NAV3	Neuronal	Neuronal	BioGPS (not kidney specific)
NDNF	Neuronal	Neuronal	BioGPS (not kidney specific)
CALY	Neuronal	Neuronal	BioGPS (not kidney specific)
SMN2	Neuronal	Neuronal	BioGPS (not kidney specific)
SMNDC1	Neuronal	Neuronal	BioGPS (not kidney specific)
SMN1	Neuronal	Neuronal	BioGPS (not kidney specific)
MNX1	Neuronal	Neuronal	BioGPS (not kidney specific)
