Gene	Cell Type	General Cell Type
FBXL7	Endothelial Cells - AVR	Endothelial
DOCK4	Endothelial Cells - AVR	Endothelial
TMSB10	Endothelial Cells - AVR	Endothelial
TGM2	Endothelial Cells - AVR	Endothelial
TGFBR2	Endothelial Cells - AVR	Endothelial
KALRN	Endothelial Cells - AVR	Endothelial
MIR99AHG	Endothelial Cells - AVR	Endothelial
PTPRM	Endothelial Cells - AVR	Endothelial
CD9	Endothelial Cells - AVR	Endothelial
ASAP1	Endothelial Cells - AVR	Endothelial
APP	Endothelial Cells - AVR	Endothelial
ARHGAP26	Endothelial Cells - AVR	Endothelial
MYL12A	Endothelial Cells - AVR	Endothelial
ADGRF5	Endothelial Cells - AVR	Endothelial
MT2A	Endothelial Cells - AVR	Endothelial
RPLP0	Endothelial Cells - AVR	Endothelial
ID1	Endothelial Cells - AVR	Endothelial
FTL	Endothelial Cells - AVR	Endothelial
IGFBP7	Endothelial Cells - AVR	Endothelial
DDX5	Endothelial Cells - AVR	Endothelial
RPL13	Endothelial Cells - AVR	Endothelial
UTRN	Endothelial Cells - AVR	Endothelial
PLPP3	Endothelial Cells - AVR	Endothelial
RPS2	Endothelial Cells - AVR	Endothelial
RPS6	Endothelial Cells - AVR	Endothelial
PBX1	Endothelial Cells - AVR	Endothelial
TMSB4X	Endothelial Cells - AVR	Endothelial
HSP90B1	Endothelial Cells - AVR	Endothelial
TFPI	Endothelial Cells - AVR	Endothelial
IL6ST	Endothelial Cells - AVR	Endothelial
GAPDH	Endothelial Cells - AVR	Endothelial
CNN3	Endothelial Cells - AVR	Endothelial
NAMPT	Endothelial Cells - AVR	Endothelial
RPL19	Endothelial Cells - AVR	Endothelial
MYL12B	Endothelial Cells - AVR	Endothelial
MYL6	Endothelial Cells - AVR	Endothelial
TIMP3	Endothelial Cells - AVR	Endothelial
EIF1	Endothelial Cells - AVR	Endothelial
RPLP1	Endothelial Cells - AVR	Endothelial
RASAL2	Endothelial Cells - AVR	Endothelial
RHOA	Endothelial Cells - AVR	Endothelial
RPL3	Endothelial Cells - AVR	Endothelial
EEF1A1	Endothelial Cells - AVR	Endothelial
PTMA	Endothelial Cells - AVR	Endothelial
C8orf4	Endothelial Cells - AVR	Endothelial
ADAMTS9	Endothelial Cells - AVR	Endothelial
QKI	Endothelial Cells - AVR	Endothelial
ACTG1	Endothelial Cells - AVR	Endothelial
PSMA7	Endothelial Cells - AVR	Endothelial
TPT1	Endothelial Cells - AVR	Endothelial
NPM1	Endothelial Cells - AVR	Endothelial
RPLP2	Endothelial Cells - AVR	Endothelial
HNRNPA2B1	Endothelial Cells - AVR	Endothelial
RPS16	Endothelial Cells - AVR	Endothelial
RPL10	Endothelial Cells - AVR	Endothelial
RPL4	Endothelial Cells - AVR	Endothelial
PTTG1IP	Endothelial Cells - AVR	Endothelial
RPS8	Endothelial Cells - AVR	Endothelial
H3F3B	Endothelial Cells - AVR	Endothelial
RPS27A	Endothelial Cells - AVR	Endothelial
PABPC1	Endothelial Cells - AVR	Endothelial
RPS12	Endothelial Cells - AVR	Endothelial
FTH1	Endothelial Cells - AVR	Endothelial
RPL13A	Endothelial Cells - AVR	Endothelial
JAK1	Endothelial Cells - AVR	Endothelial
RPL18	Endothelial Cells - AVR	Endothelial
PRDX1	Endothelial Cells - AVR	Endothelial
PPFIBP1	Endothelial Cells - AVR	Endothelial
RPL5	Endothelial Cells - AVR	Endothelial
TXNIP	Endothelial Cells - AVR	Endothelial
YWHAB	Endothelial Cells - AVR	Endothelial
UBE2D3	Endothelial Cells - AVR	Endothelial
SPTBN1	Endothelial Cells - AVR	Endothelial
CD63	Endothelial Cells - AVR	Endothelial
AKT3	Endothelial Cells - AVR	Endothelial
TMTC2	Endothelial Cells - AVR	Endothelial
ARHGAP29	Endothelial Cells - AVR	Endothelial
RPS19	Endothelial Cells - AVR	Endothelial
RPL7	Endothelial Cells - AVR	Endothelial
RPS23	Endothelial Cells - AVR	Endothelial
RBMS1	Endothelial Cells - AVR	Endothelial
GNB2L1	Endothelial Cells - AVR	Endothelial
AHNAK	Endothelial Cells - AVR	Endothelial
NCL	Endothelial Cells - AVR	Endothelial
RPL8	Endothelial Cells - AVR	Endothelial
RPS14	Endothelial Cells - AVR	Endothelial
CANX	Endothelial Cells - AVR	Endothelial
HSP90AB1	Endothelial Cells - AVR	Endothelial
HNRNPDL	Endothelial Cells - AVR	Endothelial
XRCC5	Endothelial Cells - AVR	Endothelial
MEF2A	Endothelial Cells - AVR	Endothelial
SASH1	Endothelial Cells - AVR	Endothelial
RPL31	Endothelial Cells - AVR	Endothelial
PALMD	Endothelial Cells - AEA & DVR 	Endothelial
CD93	Endothelial Cells - AEA & DVR 	Endothelial
PECAM1	Endothelial Cells - AEA & DVR 	Endothelial
ADGRL4	Endothelial Cells - AEA & DVR 	Endothelial
CLDN5	Endothelial Cells - AEA & DVR 	Endothelial
ADAMTS6	Endothelial Cells - AEA & DVR 	Endothelial
TM4SF1	Endothelial Cells - AEA & DVR 	Endothelial
TIMP3	Endothelial Cells - AEA & DVR 	Endothelial
SRGN	Endothelial Cells - AEA & DVR 	Endothelial
VIM	Endothelial Cells - AEA & DVR 	Endothelial
A2M	Endothelial Cells - AEA & DVR 	Endothelial
PLPP1	Endothelial Cells - AEA & DVR 	Endothelial
C10orf10	Endothelial Cells - AEA & DVR 	Endothelial
SYN3	Endothelial Cells - AEA & DVR 	Endothelial
MEIS2	Endothelial Cells - AEA & DVR 	Endothelial
TMTC1	Endothelial Cells - AEA & DVR 	Endothelial
EGFL7	Endothelial Cells - AEA & DVR 	Endothelial
PTPRB	Endothelial Cells - AEA & DVR 	Endothelial
SOX5	Endothelial Cells - AEA & DVR 	Endothelial
ENPP2	Endothelial Cells - AEA & DVR 	Endothelial
TCF4	Endothelial Cells - AEA & DVR 	Endothelial
HLA-DRB1	Endothelial Cells - AEA & DVR 	Endothelial
PODXL	Endothelial Cells - AEA & DVR 	Endothelial
FLT1	Endothelial Cells - AEA & DVR 	Endothelial
EPAS1	Endothelial Cells - AEA & DVR 	Endothelial
LDB2	Endothelial Cells - AEA & DVR 	Endothelial
HLA-E	Endothelial Cells - AEA & DVR 	Endothelial
KCTD12	Endothelial Cells - AEA & DVR 	Endothelial
ELMO1	Endothelial Cells - AEA & DVR 	Endothelial
AQP1	Endothelial Cells - AEA & DVR 	Endothelial
ABI3BP	Endothelial Cells - AEA & DVR 	Endothelial
EMCN	Endothelial Cells - AEA & DVR 	Endothelial
ADGRF5	Endothelial Cells - AEA & DVR 	Endothelial
STOM	Endothelial Cells - AEA & DVR 	Endothelial
HLA-B	Endothelial Cells - AEA & DVR 	Endothelial
CD74	Endothelial Cells - AEA & DVR 	Endothelial
MEF2C	Endothelial Cells - AEA & DVR 	Endothelial
SPARC	Endothelial Cells - AEA & DVR 	Endothelial
RBMS3	Endothelial Cells - AEA & DVR 	Endothelial
EXOC6	Endothelial Cells - AEA & DVR 	Endothelial
EBF1	Endothelial Cells - AEA & DVR 	Endothelial
HLA-DRA	Endothelial Cells - AEA & DVR 	Endothelial
UTRN	Endothelial Cells - AEA & DVR 	Endothelial
B2M	Endothelial Cells - AEA & DVR 	Endothelial
IFITM3	Endothelial Cells - AEA & DVR 	Endothelial
PDE3A	Endothelial Cells - AEA & DVR 	Endothelial
CHRM3	Endothelial Cells - AEA & DVR 	Endothelial
ZEB1	Endothelial Cells - AEA & DVR 	Endothelial
ST6GALNAC3	Endothelial Cells - AEA & DVR 	Endothelial
DOCK9	Endothelial Cells - AEA & DVR 	Endothelial
CD59	Endothelial Cells - AEA & DVR 	Endothelial
TMSB10	Endothelial Cells - AEA & DVR 	Endothelial
ADAMTS9	Endothelial Cells - AEA & DVR 	Endothelial
TMSB4X	Endothelial Cells - AEA & DVR 	Endothelial
ARL15	Endothelial Cells - AEA & DVR 	Endothelial
MYH9	Endothelial Cells - AEA & DVR 	Endothelial
PLCB4	Endothelial Cells - AEA & DVR 	Endothelial
PTPRM	Endothelial Cells - AEA & DVR 	Endothelial
EMP1	Endothelial Cells - AEA & DVR 	Endothelial
IFITM2	Endothelial Cells - AEA & DVR 	Endothelial
FBXL7	Endothelial Cells - AEA & DVR 	Endothelial
SPTBN1	Endothelial Cells - AEA & DVR 	Endothelial
MTUS1	Endothelial Cells - AEA & DVR 	Endothelial
CRYBG3	Endothelial Cells - AEA & DVR 	Endothelial
DOCK4	Endothelial Cells - AEA & DVR 	Endothelial
PTMA	Endothelial Cells - AEA & DVR 	Endothelial
IL6ST	Endothelial Cells - AEA & DVR 	Endothelial
NFKBIA	Endothelial Cells - AEA & DVR 	Endothelial
ID1	Endothelial Cells - AEA & DVR 	Endothelial
FCHSD2	Endothelial Cells - AEA & DVR 	Endothelial
CALM1	Endothelial Cells - AEA & DVR 	Endothelial
CLIC4	Endothelial Cells - AEA & DVR 	Endothelial
SRP14	Endothelial Cells - AEA & DVR 	Endothelial
UACA	Endothelial Cells - AEA & DVR 	Endothelial
CALD1	Endothelial Cells - AEA & DVR 	Endothelial
PTTG1IP	Endothelial Cells - AEA & DVR 	Endothelial
TACC1	Endothelial Cells - AEA & DVR 	Endothelial
DST	Endothelial Cells - AEA & DVR 	Endothelial
ADAMTS1	Endothelial Cells - AEA & DVR 	Endothelial
MACF1	Endothelial Cells - AEA & DVR 	Endothelial
MYL12A	Endothelial Cells - AEA & DVR 	Endothelial
FTL	Endothelial Cells - AEA & DVR 	Endothelial
HSP90AA1	Endothelial Cells - AEA & DVR 	Endothelial
AHNAK	Endothelial Cells - AEA & DVR 	Endothelial
DNAJA1	Endothelial Cells - AEA & DVR 	Endothelial
DUSP1	Endothelial Cells - AEA & DVR 	Endothelial
ARHGAP26	Endothelial Cells - AEA & DVR 	Endothelial
EIF1	Endothelial Cells - AEA & DVR 	Endothelial
THSD7A	Endothelial Cells - AEA & DVR 	Endothelial
SP100	Endothelial Cells - AEA & DVR 	Endothelial
TTC28	Endothelial Cells - AEA & DVR 	Endothelial
RHOA	Endothelial Cells - AEA & DVR 	Endothelial
TPM3	Endothelial Cells - AEA & DVR 	Endothelial
ACTG1	Endothelial Cells - AEA & DVR 	Endothelial
HSP90B1	Endothelial Cells - AEA & DVR 	Endothelial
PIK3C2A	Endothelial Cells - AEA & DVR 	Endothelial
FOS	Endothelial Cells - AEA & DVR 	Endothelial
THSD4	Endothelial Cells - AEA & DVR 	Endothelial
RALGAPA2	Endothelial Cells - AEA & DVR 	Endothelial
HSP90AB1	Endothelial Cells - AEA & DVR 	Endothelial
MYL6	Endothelial Cells - AEA & DVR 	Endothelial
PLCB1	Endothelial Cells - AEA & DVR 	Endothelial
ARGLU1	Endothelial Cells - AEA & DVR 	Endothelial
MBNL1	Endothelial Cells - AEA & DVR 	Endothelial
RPS2	Endothelial Cells - AEA & DVR 	Endothelial
MEF2A	Endothelial Cells - AEA & DVR 	Endothelial
CRIM1	Endothelial Cells - AEA & DVR 	Endothelial
HSPA5	Endothelial Cells - AEA & DVR 	Endothelial
RPS6	Endothelial Cells - AEA & DVR 	Endothelial
RPL5	Endothelial Cells - AEA & DVR 	Endothelial
PDLIM5	Endothelial Cells - AEA & DVR 	Endothelial
PABPC1	Endothelial Cells - AEA & DVR 	Endothelial
RPL14	Endothelial Cells - AEA & DVR 	Endothelial
RPL3	Endothelial Cells - AEA & DVR 	Endothelial
NAMPT	Endothelial Cells - AEA & DVR 	Endothelial
AKAP13	Endothelial Cells - AEA & DVR 	Endothelial
CDC42BPA	Endothelial Cells - AEA & DVR 	Endothelial
RASAL2	Endothelial Cells - AEA & DVR 	Endothelial
BMPR2	Endothelial Cells - AEA & DVR 	Endothelial
APP	Endothelial Cells - AEA & DVR 	Endothelial
CD46	Endothelial Cells - AEA & DVR 	Endothelial
RPL10	Endothelial Cells - AEA & DVR 	Endothelial
IQGAP1	Endothelial Cells - AEA & DVR 	Endothelial
RPL4	Endothelial Cells - AEA & DVR 	Endothelial
H3F3B	Endothelial Cells - AEA & DVR 	Endothelial
AKT3	Endothelial Cells - AEA & DVR 	Endothelial
PTPRG	Endothelial Cells - AEA & DVR 	Endothelial
NPM1	Endothelial Cells - AEA & DVR 	Endothelial
DPYD	Endothelial Cells - AEA & DVR 	Endothelial
ROCK2	Endothelial Cells - AEA & DVR 	Endothelial
RPL11	Endothelial Cells - AEA & DVR 	Endothelial
PSAP	Endothelial Cells - AEA & DVR 	Endothelial
LIMCH1	Endothelial Cells - AEA & DVR 	Endothelial
HSPH1	Endothelial Cells - AEA & DVR 	Endothelial
YWHAB	Endothelial Cells - AEA & DVR 	Endothelial
UBE2D3	Endothelial Cells - AEA & DVR 	Endothelial
KIF5B	Endothelial Cells - AEA & DVR 	Endothelial
TPT1	Endothelial Cells - AEA & DVR 	Endothelial
EXOC6B	Endothelial Cells - AEA & DVR 	Endothelial
WWTR1	Endothelial Cells - AEA & DVR 	Endothelial
RPLP0	Endothelial Cells - AEA & DVR 	Endothelial
KLF12	Endothelial Cells - AEA & DVR 	Endothelial
SYNE1	Endothelial Cells - AEA & DVR 	Endothelial
RPL19	Endothelial Cells - AEA & DVR 	Endothelial
RPLP1	Endothelial Cells - AEA & DVR 	Endothelial
TJP1	Endothelial Cells - AEA & DVR 	Endothelial
RPS16	Endothelial Cells - AEA & DVR 	Endothelial
RPS18	Endothelial Cells - AEA & DVR 	Endothelial
MYL12B	Endothelial Cells - AEA & DVR 	Endothelial
RPL15	Endothelial Cells - AEA & DVR 	Endothelial
RPS5	Endothelial Cells - AEA & DVR 	Endothelial
APBB2	Endothelial Cells - AEA & DVR 	Endothelial
MMRN1	Endothelial Cells (unassigned)	Endothelial
SEMA3A	Endothelial Cells (unassigned)	Endothelial
TSHZ2	Endothelial Cells (unassigned)	Endothelial
PROX1	Endothelial Cells (unassigned)	Endothelial
CTD-3179P9.1	Endothelial Cells (unassigned)	Endothelial
LDB2	Endothelial Cells (unassigned)	Endothelial
ST6GALNAC3	Endothelial Cells (unassigned)	Endothelial
RALGAPA2	Endothelial Cells (unassigned)	Endothelial
TCF4	Endothelial Cells (unassigned)	Endothelial
KALRN	Endothelial Cells (unassigned)	Endothelial
PLCB4	Endothelial Cells (unassigned)	Endothelial
TFPI	Endothelial Cells (unassigned)	Endothelial
FBXL7	Endothelial Cells (unassigned)	Endothelial
ASAP1	Endothelial Cells (unassigned)	Endothelial
EFNA5	Endothelial Cells (unassigned)	Endothelial
STOX2	Endothelial Cells (unassigned)	Endothelial
PDE7B	Endothelial Cells (unassigned)	Endothelial
DOCK5	Endothelial Cells (unassigned)	Endothelial
UTRN	Endothelial Cells (unassigned)	Endothelial
PPP3CA	Endothelial Cells (unassigned)	Endothelial
TPM4	Endothelial Cells (unassigned)	Endothelial
DOCK9	Endothelial Cells (unassigned)	Endothelial
EPB41L4A	Endothelial Cells (unassigned)	Endothelial
CPNE8	Endothelial Cells (unassigned)	Endothelial
ARL15	Endothelial Cells (unassigned)	Endothelial
TCF12	Endothelial Cells (unassigned)	Endothelial
SSH2	Endothelial Cells (unassigned)	Endothelial
KMT2E	Endothelial Cells (unassigned)	Endothelial
FCHSD2	Endothelial Cells (unassigned)	Endothelial
TMEM161B-AS1	Endothelial Cells (unassigned)	Endothelial
ZFC3H1	Endothelial Cells (unassigned)	Endothelial
PPFIBP1	Endothelial Cells (unassigned)	Endothelial
FOXP1	Endothelial Cells (unassigned)	Endothelial
ZFHX3	Endothelial Cells (unassigned)	Endothelial
ZFAND3	Endothelial Cells (unassigned)	Endothelial
FOXP2	Endothelial Cells (unassigned)	Endothelial
MYH9	Endothelial Cells (unassigned)	Endothelial
SRPK2	Endothelial Cells (unassigned)	Endothelial
CAST	Endothelial Cells (unassigned)	Endothelial
POSTN	Mesangial Cells	Endothelial
PIEZO2	Mesangial Cells	Endothelial
IL18R1	Mesangial Cells	Endothelial
PDGFRB	Mesangial Cells	Endothelial
DAAM2	Mesangial Cells	Endothelial
RP11-627D16.1	Mesangial Cells	Endothelial
AGTR1	Mesangial Cells	Endothelial
ITGA11	Mesangial Cells	Endothelial
ITGA8	Mesangial Cells	Endothelial
EBF1	Mesangial Cells	Endothelial
DAPK2	Mesangial Cells	Endothelial
EMCN	Mesangial Cells	Endothelial
ROBO1	Mesangial Cells	Endothelial
RBMS3	Mesangial Cells	Endothelial
TMTC1	Mesangial Cells	Endothelial
PRR16	Mesangial Cells	Endothelial
UNC5C	Mesangial Cells	Endothelial
A2M	Mesangial Cells	Endothelial
COL12A1	Mesangial Cells	Endothelial
LAMA2	Mesangial Cells	Endothelial
PRKG1	Mesangial Cells	Endothelial
ENG	Mesangial Cells	Endothelial
CALD1	Mesangial Cells	Endothelial
IL1RAPL1	Mesangial Cells	Endothelial
GAS2	Mesangial Cells	Endothelial
COL25A1	Mesangial Cells	Endothelial
EPAS1	Mesangial Cells	Endothelial
ZEB2	Mesangial Cells	Endothelial
PDE3A	Mesangial Cells	Endothelial
SPARC	Mesangial Cells	Endothelial
SPOCK1	Mesangial Cells	Endothelial
HSPA1B	Mesangial Cells	Endothelial
MEIS1	Mesangial Cells	Endothelial
SYNE1	Mesangial Cells	Endothelial
ETS1	Mesangial Cells	Endothelial
PIP5K1B	Mesangial Cells	Endothelial
SLCO3A1	Mesangial Cells	Endothelial
TCF4	Mesangial Cells	Endothelial
PHTF2	Mesangial Cells	Endothelial
HSPA1A	Mesangial Cells	Endothelial
TIMP3	Mesangial Cells	Endothelial
PCDH9	Mesangial Cells	Endothelial
LHFP	Mesangial Cells	Endothelial
EPB41L2	Mesangial Cells	Endothelial
PRKCA	Mesangial Cells	Endothelial
C7	Mesangial Cells	Endothelial
KALRN	Mesangial Cells	Endothelial
FOSB	Mesangial Cells	Endothelial
ADGRF5	Mesangial Cells	Endothelial
GATA3	Mesangial Cells	Endothelial
MEIS2	Mesangial Cells	Endothelial
INPP4B	Mesangial Cells	Endothelial
DNAJB1	Mesangial Cells	Endothelial
DLC1	Mesangial Cells	Endothelial
MGP	Mesangial Cells	Endothelial
MEF2C	Mesangial Cells	Endothelial
PDE7B	Mesangial Cells	Endothelial
RAPGEF5	Mesangial Cells	Endothelial
RAPH1	Mesangial Cells	Endothelial
AKAP12	Mesangial Cells	Endothelial
CDC42BPA	Mesangial Cells	Endothelial
TEX41	Mesangial Cells	Endothelial
FOS	Mesangial Cells	Endothelial
ROCK2	Mesangial Cells	Endothelial
DOCK8	Mesangial Cells	Endothelial
PALLD	Mesangial Cells	Endothelial
PLCL1	Mesangial Cells	Endothelial
IGFBP5	Mesangial Cells	Endothelial
AQP1	Mesangial Cells	Endothelial
MAP3K5	Mesangial Cells	Endothelial
HSPB1	Mesangial Cells	Endothelial
DOCK4	Mesangial Cells	Endothelial
MTSS1	Mesangial Cells	Endothelial
NRG3	Mesangial Cells	Endothelial
AHNAK	Mesangial Cells	Endothelial
ITGA1	Mesangial Cells	Endothelial
EGR1	Mesangial Cells	Endothelial
MYO1E	Mesangial Cells	Endothelial
PPARG	Mesangial Cells	Endothelial
IL6ST	Mesangial Cells	Endothelial
APBB2	Mesangial Cells	Endothelial
MAML3	Mesangial Cells	Endothelial
RBMS1	Mesangial Cells	Endothelial
MYH9	Mesangial Cells	Endothelial
SPTBN1	Mesangial Cells	Endothelial
NR4A1	Mesangial Cells	Endothelial
TACC1	Mesangial Cells	Endothelial
TBC1D1	Mesangial Cells	Endothelial
NR2F2-AS1	Mesangial Cells	Endothelial
CPM	Mesangial Cells	Endothelial
FBXL7	Mesangial Cells	Endothelial
SLC38A2	Mesangial Cells	Endothelial
FCHSD2	Mesangial Cells	Endothelial
GPX3	Mesangial Cells	Endothelial
MAML2	Mesangial Cells	Endothelial
SSBP2	Mesangial Cells	Endothelial
NBEA	Mesangial Cells	Endothelial
ELL2	Mesangial Cells	Endothelial
SH3D19	Mesangial Cells	Endothelial
NEK7	Mesangial Cells	Endothelial
FRMD4A	Mesangial Cells	Endothelial
PSD3	Mesangial Cells	Endothelial
PLPP1	Mesangial Cells	Endothelial
IGFBP7	Mesangial Cells	Endothelial
TNS1	Mesangial Cells	Endothelial
MYO1D	Mesangial Cells	Endothelial
JUN	Mesangial Cells	Endothelial
SBF2	Mesangial Cells	Endothelial
CBLB	Mesangial Cells	Endothelial
HSPH1	Mesangial Cells	Endothelial
PDS5B	Mesangial Cells	Endothelial
TSC22D1	Mesangial Cells	Endothelial
NFKBIA	Mesangial Cells	Endothelial
ARID5B	Mesangial Cells	Endothelial
CAMK2D	Mesangial Cells	Endothelial
RORA	Mesangial Cells	Endothelial
DLEU2	Mesangial Cells	Endothelial
PTPRG	Mesangial Cells	Endothelial
HLA-E	Mesangial Cells	Endothelial
LMO7	Mesangial Cells	Endothelial
NEAT1	Mesangial Cells	Endothelial
EPS8	Mesangial Cells	Endothelial
ACTN4	Mesangial Cells	Endothelial
SAMD12	Mesangial Cells	Endothelial
COL4A2	Mesangial Cells	Endothelial
PTEN	Mesangial Cells	Endothelial
B2M	Mesangial Cells	Endothelial
DUSP1	Mesangial Cells	Endothelial
RAPGEF2	Mesangial Cells	Endothelial
ITPR1	Mesangial Cells	Endothelial
TBL1X	Mesangial Cells	Endothelial
ADGRL2	Mesangial Cells	Endothelial
UBC	Mesangial Cells	Endothelial
TMSB4X	Mesangial Cells	Endothelial
DST	Mesangial Cells	Endothelial
UTRN	Mesangial Cells	Endothelial
ROCK1	Mesangial Cells	Endothelial
